,timestamp,latitude,longitude
0,2020-01-23 11:42:04.895350,-121.903107,37.32925
1,2020-01-23 11:43:04.973075,-121.903091,37.32925
2,2020-01-23 11:44:05.057831,-121.903091,37.32925
3,2020-01-23 11:45:05.149918,-121.903107,37.32925
4,2020-01-23 11:46:05.214291,-121.903107,37.32925
5,2020-01-23 11:47:05.303928,-121.903091,37.32925
6,2020-01-23 11:48:05.377052,-121.903091,37.32925
7,2020-01-23 11:49:05.469110,-121.903091,37.32926
8,2020-01-23 11:50:05.565891,-121.903091,37.32926
9,2020-01-23 11:51:05.646036,-121.903091,37.32926
10,2020-01-23 11:52:05.742182,-121.903091,37.32923
11,2020-01-23 11:53:05.808204,-121.903091,37.32925
12,2020-01-23 11:54:05.890552,-121.903107,37.32926
13,2020-01-23 11:55:05.985280,-121.903107,37.32926
14,2020-01-23 11:56:06.042942,-121.903107,37.32926
15,2020-01-23 11:57:06.141777,-121.903107,37.32926
16,2020-01-23 11:58:06.200766,-121.903084,37.32926
17,2020-01-23 11:59:06.297790,-121.903084,37.32926
18,2020-01-23 12:00:06.452020,-121.903091,37.32926
19,2020-01-23 12:01:06.519187,-121.903107,37.32926
20,2020-01-23 12:02:06.651271,-121.903091,37.32925
21,2020-01-23 12:03:06.732246,-121.903084,37.32926
22,2020-01-23 12:04:06.876382,-121.903091,37.32926
23,2020-01-23 12:05:06.947072,-121.903091,37.32926
24,2020-01-23 12:06:07.327298,-121.903084,37.32926
25,2020-01-23 12:07:07.398173,-121.903061,37.32928
26,2020-01-23 12:08:07.526953,-121.903084,37.32926
27,2020-01-23 12:09:07.591340,-121.903084,37.32926
28,2020-01-23 12:10:08.658219,-121.903091,37.32926
29,2020-01-23 12:11:08.830155,-121.903091,37.32925
30,2020-01-23 12:12:08.981835,-121.903084,37.32925
31,2020-01-23 12:13:09.058336,-121.903084,37.32925
32,2020-01-23 12:14:09.173537,-121.903091,37.32926
33,2020-01-23 12:15:09.243877,-121.903091,37.32926
34,2020-01-23 12:16:09.369823,-121.903091,37.32956
35,2020-01-23 12:17:09.436942,-121.903259,37.33163
36,2020-01-23 12:18:09.564951,-121.905434,37.33523
37,2020-01-23 12:19:09.651976,-121.906609,37.33633
38,2020-01-23 12:20:09.776698,-121.92083,37.3455
39,2020-01-23 12:21:09.840719,-121.924408,37.34728
40,2020-01-23 12:22:09.971959,-121.924408,37.34728
41,2020-01-23 12:23:10.042437,-121.924408,37.34728
42,2020-01-23 12:24:10.174243,-121.924408,37.34728
43,2020-01-23 12:25:10.248042,-121.924408,37.34728
44,2020-01-23 12:26:10.384220,-121.939034,37.35459
45,2020-01-23 12:27:10.445355,-121.957993,37.36285
46,2020-01-23 12:28:10.590369,-121.961952,37.36458
47,2020-01-23 12:29:10.675854,-121.961952,37.36458
48,2020-01-23 12:30:10.809888,-121.961952,37.36458
49,2020-01-23 12:31:11.013069,-121.999962,37.3708
50,2020-01-23 12:32:11.143084,-122.005234,37.37178
51,2020-01-23 12:33:11.226284,-122.010262,37.37278
52,2020-01-23 12:34:11.376386,-122.010262,37.37278
53,2020-01-23 12:35:11.511337,-122.0313,37.37888
54,2020-01-23 12:36:11.584973,-122.036484,37.38056
55,2020-01-23 12:37:11.715566,-122.046539,37.38385
56,2020-01-23 12:38:11.789846,-122.06768,37.39111
57,2020-01-23 12:39:11.908537,-122.074982,37.39399
58,2020-01-23 12:40:12.025490,-122.075577,37.39441
