,timestamp,latitude,longitude
0,2020-01-23 09:40:50.871011,-122.099312,37.40375
1,2020-01-23 09:41:50.981501,-122.103439,37.40538
2,2020-01-23 09:42:51.057865,-122.103439,37.40538
3,2020-01-23 09:43:51.208907,-122.103439,37.40538
4,2020-01-23 09:44:51.282262,-122.119209,37.41505
5,2020-01-23 09:45:51.409540,-122.126106,37.41938
6,2020-01-23 09:46:51.481433,-122.127663,37.42034
7,2020-01-23 09:47:51.615627,-122.140549,37.42851
8,2020-01-23 09:48:51.691322,-122.141,37.4288
9,2020-01-23 09:49:51.821224,-122.148613,37.43356
10,2020-01-23 09:50:51.906990,-122.154861,37.4375
11,2020-01-23 09:51:52.105632,-122.164047,37.4431
12,2020-01-23 09:52:52.183739,-122.164047,37.44308
13,2020-01-23 09:53:52.431020,-122.166649,37.44474
14,2020-01-23 09:54:52.505843,-122.175133,37.45029
15,2020-01-23 09:55:52.622871,-122.181679,37.45446
16,2020-01-23 09:56:53.140393,-122.181732,37.45448
17,2020-01-23 09:57:53.404047,-122.189529,37.4594
18,2020-01-23 09:58:53.611440,-122.207558,37.47079
19,2020-01-23 09:59:53.760105,-122.224777,37.48166
20,2020-01-23 10:00:53.923172,-122.224777,37.48166
21,2020-01-23 10:01:54.047116,-122.224777,37.48166
22,2020-01-23 10:02:54.115420,-122.224777,37.48166
23,2020-01-23 10:03:54.243131,-122.246109,37.49575
24,2020-01-23 10:04:54.311284,-122.257309,37.50553
25,2020-01-23 10:05:54.440976,-122.259644,37.50758
26,2020-01-23 10:06:54.506153,-122.261887,37.50953
27,2020-01-23 10:07:54.633099,-122.271553,37.51741
28,2020-01-23 10:08:54.695415,-122.275589,37.52076
29,2020-01-23 10:09:54.816281,-122.277634,37.52244
30,2020-01-23 10:10:54.892827,-122.286232,37.52896
31,2020-01-23 10:11:55.009329,-122.296661,37.53714
32,2020-01-23 10:12:55.072382,-122.29744,37.53799
33,2020-01-23 10:13:55.184524,-122.300407,37.54128
34,2020-01-23 10:14:55.256030,-122.3084,37.55098
35,2020-01-23 10:15:55.366163,-122.30925,37.55266
36,2020-01-23 10:16:55.432435,-122.310928,37.55598
37,2020-01-23 10:17:55.565615,-122.31855,37.56331
38,2020-01-23 10:18:55.637303,-122.3237,37.56803
39,2020-01-23 10:19:55.895402,-122.323891,37.56819
40,2020-01-23 10:20:55.961287,-122.324951,37.56918
41,2020-01-23 10:21:56.071782,-122.342049,37.57896
42,2020-01-23 10:22:56.276885,-122.3435,37.57958
43,2020-01-23 10:23:56.575550,-122.348381,37.58161
44,2020-01-23 10:24:56.641365,-122.363564,37.58801
45,2020-01-23 10:25:56.777530,-122.383438,37.59675
46,2020-01-23 10:26:56.910130,-122.386459,37.59963
47,2020-01-23 10:27:56.979380,-122.387108,37.6002
48,2020-01-23 10:28:57.115525,-122.393959,37.60699
49,2020-01-23 10:29:57.180010,-122.404808,37.61963
50,2020-01-23 10:30:57.269862,-122.410843,37.62919
51,2020-01-23 10:31:57.330151,-122.411148,37.62971
52,2020-01-23 10:32:57.432333,-122.41301,37.63523
53,2020-01-23 10:33:57.505744,-122.4107,37.64926
54,2020-01-23 10:34:57.588909,-122.405327,37.65553
55,2020-01-23 10:35:57.652032,-122.405228,37.65573
56,2020-01-23 10:36:57.736348,-122.402229,37.65873
57,2020-01-23 10:37:57.802888,-122.392578,37.66871
58,2020-01-23 10:38:57.886541,-122.395813,37.68388
59,2020-01-23 10:39:57.965230,-122.401733,37.69701
60,2020-01-23 10:40:58.049537,-122.401733,37.70591
61,2020-01-23 10:41:58.123674,-122.401733,37.70705
62,2020-01-23 10:42:58.207759,-122.401161,37.71191
63,2020-01-23 10:43:58.286914,-122.39653,37.72536
64,2020-01-23 10:44:58.396464,-122.394188,37.74215
65,2020-01-23 10:46:58.565526,-122.393829,37.74481
66,2020-01-23 10:47:58.646366,-122.393829,37.74481
