,timestamp,latitude,longitude
0,2020-01-23 09:40:50.871011,-122.307983,37.55023
1,2020-01-23 09:41:50.981501,-122.300659,37.54149
2,2020-01-23 09:42:51.057865,-122.297409,37.53786
3,2020-01-23 09:43:51.208907,-122.295631,37.53593
4,2020-01-23 09:44:51.282262,-122.285133,37.52818
5,2020-01-23 09:45:51.409540,-122.276176,37.52106
6,2020-01-23 09:46:51.481433,-122.275528,37.52055
7,2020-01-23 09:47:51.615627,-122.271446,37.51728
8,2020-01-23 09:48:51.691322,-122.261459,37.50908
9,2020-01-23 09:49:51.821224,-122.25956,37.50744
10,2020-01-23 09:50:51.906990,-122.256111,37.50439
11,2020-01-23 09:51:52.105632,-122.24575,37.49536
12,2020-01-23 09:52:52.183739,-122.233452,37.48705
13,2020-01-23 09:53:52.431020,-122.230659,37.4853
14,2020-01-23 09:54:52.505843,-122.230659,37.48531
15,2020-01-23 09:55:52.622871,-122.228333,37.48383
16,2020-01-23 09:56:53.140393,-122.21553,37.47574
17,2020-01-23 09:57:53.404047,-122.200462,37.46623
18,2020-01-23 09:58:53.611440,-122.19503,37.4628
19,2020-01-23 09:59:53.760105,-122.1816,37.45431
20,2020-01-23 10:00:53.923172,-122.1816,37.45431
21,2020-01-23 10:01:54.047116,-122.170326,37.44718
22,2020-01-23 10:02:54.115420,-122.164047,37.44295
23,2020-01-23 10:03:54.243131,-122.16391,37.44286
24,2020-01-23 10:04:54.311284,-122.156189,37.43829
25,2020-01-23 10:05:54.440976,-122.143852,37.43051
26,2020-01-23 10:06:54.506153,-122.140289,37.42828
27,2020-01-23 10:07:54.633099,-122.137207,37.42629
28,2020-01-23 10:08:54.695415,-122.125732,37.41906
29,2020-01-23 10:09:54.816281,-122.110413,37.40939
30,2020-01-23 10:10:54.892827,-122.107964,37.40783
31,2020-01-23 10:11:55.009329,-122.105751,37.40646
32,2020-01-23 10:12:55.072382,-122.105751,37.40646
33,2020-01-23 10:13:55.184524,-122.081284,37.39653
34,2020-01-23 10:14:55.256030,-122.074806,37.39396
35,2020-01-23 10:15:55.366163,-122.074631,37.39388
36,2020-01-23 10:16:55.432435,-122.067093,37.39085
37,2020-01-23 10:17:55.565615,-122.052193,37.38569
38,2020-01-23 10:18:55.637303,-122.033783,37.37963
39,2020-01-23 10:19:55.895402,-122.030693,37.37858
40,2020-01-23 10:20:55.961287,-122.027977,37.37769
41,2020-01-23 10:21:56.071782,-122.0177,37.37429
42,2020-01-23 10:22:56.276885,-122.0177,37.37429
43,2020-01-23 10:23:56.575550,-121.99588,37.37046
44,2020-01-23 10:24:56.641365,-121.988388,37.37041
45,2020-01-23 10:25:56.777530,-121.973343,37.36946
46,2020-01-23 10:26:56.910130,-121.9564,37.36213
47,2020-01-23 10:27:56.979380,-121.944962,37.35714
48,2020-01-23 10:28:57.115525,-121.936028,37.35316
