,timestamp,latitude,longitude
0,2020-01-23 09:40:50.871011,-122.286758,37.52933
1,2020-01-23 09:41:50.981501,-122.286758,37.52933
2,2020-01-23 09:42:51.057865,-122.302353,37.54356
3,2020-01-23 09:43:51.208907,-122.310158,37.55458
4,2020-01-23 09:44:51.282262,-122.319977,37.56461
5,2020-01-23 09:45:51.409540,-122.323593,37.56793
6,2020-01-23 09:46:51.481433,-122.324661,37.56889
7,2020-01-23 09:47:51.615627,-122.332481,37.57489
8,2020-01-23 09:48:51.691322,-122.332481,37.57489
9,2020-01-23 09:49:51.821224,-122.343307,37.5795
10,2020-01-23 09:50:51.906990,-122.3502,37.58239
11,2020-01-23 09:51:52.105632,-122.352287,37.58326
12,2020-01-23 09:52:52.183739,-122.352287,37.58326
13,2020-01-23 09:53:52.431020,-122.352287,37.58326
14,2020-01-23 09:54:52.505843,-122.38694,37.60011
15,2020-01-23 09:55:52.622871,-122.39003,37.60314
16,2020-01-23 09:56:53.140393,-122.40213,37.61605
17,2020-01-23 09:57:53.404047,-122.409378,37.6266
