,timestamp,latitude,longitude
0,2020-01-23 09:40:50.871011,-122.396,37.77535
1,2020-01-23 09:41:50.981501,-122.396011,37.77535
2,2020-01-23 09:42:51.057865,-122.396011,37.77536
3,2020-01-23 09:43:51.208907,-122.396011,37.77533
4,2020-01-23 09:44:51.282262,-122.396011,37.77536
5,2020-01-23 09:45:51.409540,-122.396,37.77536
6,2020-01-23 09:46:51.481433,-122.396,37.77535
7,2020-01-23 09:47:51.615627,-122.396027,37.77533
8,2020-01-23 09:48:51.691322,-122.396,37.77536
9,2020-01-23 09:49:51.821224,-122.396,37.77536
10,2020-01-23 09:50:51.906990,-122.396027,37.77536
11,2020-01-23 09:51:52.105632,-122.396027,37.77536
12,2020-01-23 09:52:52.183739,-122.396011,37.77536
13,2020-01-23 09:53:52.431020,-122.396027,37.77536
14,2020-01-23 09:54:52.505843,-122.396011,37.77536
15,2020-01-23 09:55:52.622871,-122.396027,37.77536
16,2020-01-23 09:56:53.140393,-122.396011,37.77536
17,2020-01-23 09:57:53.404047,-122.396049,37.77535
18,2020-01-23 09:58:53.611440,-122.396011,37.77536
19,2020-01-23 09:59:53.760105,-122.396027,37.77536
20,2020-01-23 10:00:53.923172,-122.396027,37.77536
21,2020-01-23 10:01:54.047116,-122.396027,37.77536
22,2020-01-23 10:02:54.115420,-122.396027,37.77536
23,2020-01-23 10:03:54.243131,-122.396027,37.77535
24,2020-01-23 10:04:54.311284,-122.396553,37.77494
25,2020-01-23 10:05:54.440976,-122.399132,37.77316
26,2020-01-23 10:06:54.506153,-122.400352,37.77136
27,2020-01-23 10:07:54.633099,-122.3943,37.76528
28,2020-01-23 10:08:54.695415,-122.3943,37.76528
29,2020-01-23 10:09:54.816281,-122.3943,37.76528
30,2020-01-23 10:10:54.892827,-122.3943,37.76528
31,2020-01-23 10:11:55.009329,-122.39238,37.75618
32,2020-01-23 10:12:55.072382,-122.39238,37.75618
33,2020-01-23 10:13:55.184524,-122.39238,37.75618
34,2020-01-23 10:14:55.256030,-122.397659,37.7218
35,2020-01-23 10:15:55.366163,-122.401894,37.707
36,2020-01-23 10:16:55.432435,-122.401878,37.70281
37,2020-01-23 10:17:55.565615,-122.400581,37.69004
38,2020-01-23 10:18:55.637303,-122.392479,37.67983
39,2020-01-23 10:19:55.895402,-122.3943,37.667
40,2020-01-23 10:20:55.961287,-122.402733,37.65826
41,2020-01-23 10:21:56.071782,-122.405006,37.65596
42,2020-01-23 10:22:56.276885,-122.408409,37.65213
43,2020-01-23 10:23:56.575550,-122.408409,37.65213
44,2020-01-23 10:24:56.641365,-122.41124,37.62976
45,2020-01-23 10:25:56.777530,-122.411057,37.62946
46,2020-01-23 10:26:56.910130,-122.4068,37.62216
47,2020-01-23 10:27:56.979380,-122.396133,37.60905
48,2020-01-23 10:28:57.115525,-122.396133,37.60905
49,2020-01-23 10:29:57.180010,-122.386482,37.5996
50,2020-01-23 10:30:57.269862,-122.383812,37.59696
51,2020-01-23 10:31:57.330151,-122.3708,37.59098
52,2020-01-23 10:32:57.432333,-122.352829,37.58344
53,2020-01-23 10:33:57.505744,-122.3434,37.5795
54,2020-01-23 10:34:57.588909,-122.34333,37.57945
55,2020-01-23 10:35:57.652032,-122.338028,37.57723
56,2020-01-23 10:36:57.736348,-122.326508,37.57056
57,2020-01-23 10:37:57.802888,-122.3237,37.56793
